Player Name,Rating,Profile Link
"Mutta, Saharsh",1672,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=156789
"Nagaraj, Vinay",1709,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=154729
"Nallapureddy, Pranav",514,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=184337
"Nandhakumar, Rosa",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=186535
"Naresh, Sid",2641,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=76938
"Nayak, Anchit",1658,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=163841
"Nivin, Evaan",253,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=182701
"Noru, Krishna",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=183853
"Ong, Jayvon",368,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=184415
"Ong, Jy Hung",240,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=186501
"Padmarao, Isha Kriti",161,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=177284
"Padmarao, Sandeep",387,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=190923
"Pakala, Ruhaan",1276,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=176641
"Pal, Saikat",1702,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=184240
"Pan, Adelyn",1606,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=175602
"Pasam, Srinandan",124,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=188296
"Patel, Aarav",293,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=180047
"Patel, Aarush",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=188514
"Patel, Hiren",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=8630
"Patel, Rishaan",419,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=186812
"Pothireddy, Dhruv",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=185294
"Pradhan, Advik",2003,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=112896
"Pradhap, Dheetchana",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=190235
"Prasad, Yarong",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=172518
"Pratheep, Prithvin",1564,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=166208
"Puia, Lalrin",2534,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=175782
"Purwar, Rachel",2051,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=150841
"Pushilal, Kiranjoy",2477,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=83330
"Qian, Kecheng",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=8369
"Qiu, Jianfeng",1696,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=107613
"Ram, Abivridh",1935,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=162989
"Ramamurthi, Shrinidi",220,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=183857
"Ramanathan, Anupama",232,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=184334
"Ramani, Akash",163,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=180069
"Rao, Dattu",1531,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=157227
"Rao, Rhea",1631,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=157451
"Rao, Rishab",1964,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=157452
"Rao, Vedant",718,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=177260
"Raut, Vihaan",1444,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=162861
"Raval, Prakashkumar",200,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=178426
"Ren, Yueran",1584,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=156278
"Rozhin, Alexander",1609,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=96960
"Saravanan, Aarav",86,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=166256
"Saravanan, Aarush",95,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=166255
"Saravanan, Srinithi",1663,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=154931
"Sashidhar, Samanvi",1097,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=159970
"Sasikumar, Adhwin",560,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=181764
"Saw, Leonard",1477,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=176011
"Schepp, Moritz",0,https://omnipong.com/T-tourney.asp?t=109&r=5200&h=&p=183852
